pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
RU	1	71750001	71800000	0.4620737647877522	15	664	1437	858
EU	1	71750001	71800000	0.4067513368983957	15	8519	20944	521
RU	1	71800001	71850000	0.4522915101427498	14	602	1331	811
EU	1	71800001	71850000	0.4207021791767554	14	8340	19824	210
EU	1	71850001	71900000	0.3773877745940783	12	6322	16752	420
RU	1	71850001	71900000	0.420114122681883	12	589	1402	434
EU	1	71900001	71950000	0.4175415573053368	13	7636	18288	315
RU	1	71900001	71950000	0.4056301983365323	13	634	1563	426
RU	1	71950001	72000000	0.4343696027633851	13	503	1158	831
EU	1	71950001	72000000	0.4620516185476815	13	8450	18288	315
EU	1	72000001	72050000	0.4417372881355932	14	8757	19824	210
RU	1	72000001	72050000	0.4193548387096774	14	585	1395	747
EU	1	72050001	72100000	0.4479817631568604	18	11398	25443	315
RU	1	72050001	72100000	0.4308731808731809	18	829	1924	830
EU	1	72100001	72150000	0.4053440887320393	17	9648	23802	525
RU	1	72100001	72150000	0.3972250770811922	17	773	1946	655
RU	1	72150001	72200000	0.408	14	510	1250	892
EU	1	72150001	72200000	0.3938687986445703	14	7439	18887	1147
EU	1	72200001	72250000	0.399804238979031	19	10620	26563	626
RU	1	72200001	72250000	0.3787735849056604	19	803	2120	787
EU	1	72250001	72300000	0.4269798896600819	20	11996	28095	525
RU	1	72250001	72300000	0.4390842191332788	20	1074	2446	614
EU	1	72300001	72350000	0.4431496288859406	20	12359	27889	731
RU	1	72300001	72350000	0.4385337505587841	20	981	2237	823
RU	1	72350001	72400000	0.3743185947910357	16	618	1651	797
EU	1	72350001	72400000	0.392774515038263	16	8828	22476	420
EU	1	72400001	72450000	0.4467492376614087	19	11867	26563	626
RU	1	72400001	72450000	0.4242718446601942	19	874	2060	847
EU	1	72450001	72500000	0.4154515482138608	21	12223	29421	630
RU	1	72450001	72500000	0.4205522861023087	21	929	2209	1004
RU	1	72500001	72550000	0.4435797665369649	12	570	1285	551
EU	1	72500001	72550000	0.4431050547402748	12	7609	17172	0
EU	1	72550001	72600000	0.4224752603603993	33	19553	46282	941
RU	1	72550001	72600000	0.4196214342841909	33	1574	3751	1298
EU	1	72600001	72650000	0.4462193823216187	14	8799	19719	315
RU	1	72600001	72650000	0.5022421524663677	14	784	1561	581
EU	1	72650001	72700000	0.4300593483472861	18	10942	25443	315
RU	1	72650001	72700000	0.4268292682926829	18	805	1886	868
RU	1	72700001	72750000	0.4031397174254317	29	1284	3185	1252
EU	1	72700001	72750000	0.4049533928527509	29	16465	40659	840
RU	1	72750001	72800000	0.3693502824858757	13	523	1416	573
EU	1	72750001	72800000	0.3648127004838797	13	6710	18393	210
EU	1	72800001	72850000	0.3979710231160563	24	13377	33613	731
RU	1	72800001	72850000	0.3620116375727348	24	871	2406	1266
EU	1	72850001	72900000	0.4308905380333951	14	8361	19404	630
RU	1	72850001	72900000	0.470659407138536	14	778	1653	489
EU	1	72900001	72950000	0.4219749296495267	11	6598	15636	105
RU	1	72900001	72950000	0.4242167654530059	11	501	1181	502
RU	1	72950001	73000000	0.4606630380999505	16	931	2021	427
EU	1	72950001	73000000	0.4456844249590364	16	10064	22581	315
EU	1	73000001	73050000	0.3962790094645403	22	12226	30852	630
RU	1	73000001	73050000	0.388024516737388	22	823	2121	1245
RU	1	73050001	73100000	0.4029111179931867	28	1301	3229	1055
EU	1	73050001	73100000	0.4197670616054134	28	16687	39753	315
EU	1	73100001	73150000	0.4276248917667432	19	11359	26563	626
RU	1	73100001	73150000	0.4486661277283751	19	1110	2474	433
EU	1	73150001	73200000	0.430786686838124	30	18224	42304	626
RU	1	73150001	73200000	0.4107551487414188	30	1436	3496	1094
RU	1	73200001	73250000	0.4400852878464819	21	1032	2345	868
EU	1	73200001	73250000	0.4251290877796901	21	12597	29631	420
RU	1	73250001	73300000	0.4024691358024691	22	815	2025	1341
EU	1	73250001	73300000	0.41253997480376	22	12771	30957	525
RU	1	73300001	73350000	0.4403544648943422	13	646	1467	522
EU	1	73300001	73350000	0.4748545642363942	13	8734	18393	210
RU	1	73350001	73400000	0.4460966542750929	14	600	1345	797
EU	1	73350001	73400000	0.4415005381028032	14	8615	19513	521
RU	1	73400001	73450000	0.4070796460176991	14	690	1695	447
EU	1	73400001	73450000	0.4577342714387682	14	8978	19614	420
RU	1	73450001	73500000	0.3494930291508238	24	1103	3156	516
EU	1	73450001	73500000	0.3323182449812258	24	11240	33823	521
EU	1	73500001	73550000	0.4178796996557426	26	15416	36891	315
RU	1	73500001	73550000	0.4507462686567164	26	1359	3015	963
RU	1	73550001	73600000	0.4156471345782356	26	1291	3106	872
EU	1	73550001	73600000	0.4327461534279345	26	15919	36786	420
EU	1	73600001	73650000	0.363048989940296	26	13317	36681	525
RU	1	73600001	73650000	0.3814599483204134	26	1181	3096	882
EU	1	73650001	73700000	0.4375861249703017	15	9209	21045	420
RU	1	73650001	73700000	0.453723034098817	15	652	1437	858
EU	1	73700001	73750000	0.4346671606767939	23	14078	32388	525
RU	1	73700001	73750000	0.4436117059243397	23	1243	2802	717
EU	1	73750001	73800000	0.4287752539664421	25	15026	35044	731
RU	1	73750001	73800000	0.421142080217539	25	1239	2942	883
EU	1	73800001	73850000	0.4217570463161365	22	12794	30335	1147
RU	1	73800001	73850000	0.4239309210526316	22	1031	2432	934
EU	1	73850001	73900000	0.436288712896787	11	6776	15531	210
RU	1	73850001	73900000	0.3797276853252647	11	502	1322	361
EU	1	73900001	73950000	0.4598767255469565	36	23353	50781	735
RU	1	73900001	73950000	0.4777586630621774	36	1944	4069	1439
EU	1	73950001	74000000	0.4279543124908478	29	17535	40974	525
RU	1	73950001	74000000	0.4658105939004815	29	1451	3115	1322
EU	1	74000001	74050000	0.4263040866920541	28	16680	39127	941
RU	1	74000001	74050000	0.4176866585067319	28	1365	3268	1016
EU	1	74050001	74100000	0.4335290977042178	24	14616	33714	630
RU	1	74050001	74100000	0.4274960380348653	24	1079	2524	1148
EU	1	74100001	74150000	0.4113470335222229	31	18075	43941	420
RU	1	74100001	74150000	0.3963668850506254	31	1331	3358	1385
RU	1	74150001	74200000	0.3559831629585087	29	1184	3326	1111
EU	1	74150001	74200000	0.3704029949350363	29	15138	40869	630
RU	1	74200001	74250000	0.4066302979437683	21	969	2383	830
EU	1	74200001	74250000	0.4222599830076465	21	12425	29425	626
RU	1	74250001	74300000	0.4226264639920259	33	1696	4013	1036
EU	1	74250001	74300000	0.4212053619767417	33	19450	46177	1046
EU	1	74300001	74350000	NA	0	NA	NA	NA
RU	1	74300001	74350000	NA	0	NA	NA	NA
EU	1	74350001	74400000	0.3718106445573683	40	20853	56085	1155
RU	1	74350001	74400000	0.3715415019762846	40	1692	4554	1566
RU	1	74400001	74450000	0.4016725114647963	30	1489	3707	883
EU	1	74400001	74450000	0.4030733143445271	30	16840	41779	1151
RU	1	74450001	74500000	0.4060515502428091	29	1087	2677	1760
EU	1	74450001	74500000	0.4127007733491969	29	16650	40344	1155
EU	1	74500001	74550000	0.3973318663182505	31	17334	43626	735
RU	1	74500001	74550000	0.406721536351166	31	1186	2916	1827
RU	1	74550001	74600000	0.369047619047619	16	775	2100	348
EU	1	74550001	74600000	0.41868156424581	16	9368	22375	521
RU	1	74600001	74650000	NA	0	NA	NA	NA
EU	1	74600001	74650000	NA	0	NA	NA	NA
RU	1	74650001	74700000	0.377016129032258	18	748	1984	770
EU	1	74650001	74700000	0.4076956333765672	18	10373	25443	315
RU	1	74700001	74750000	0.3937888198757764	29	1268	3220	1217
EU	1	74700001	74750000	0.3957631668863181	29	16216	40974	525
RU	1	74750001	74800000	0.4194831013916501	19	844	2012	895
EU	1	74750001	74800000	0.4560012142830038	19	12017	26353	836
EU	1	74800001	74850000	0.4225808528446037	33	19691	46597	626
RU	1	74800001	74850000	0.3920099875156055	33	1256	3204	1845
EU	1	74850001	74900000	0.4085832003619996	30	17156	41989	941
RU	1	74850001	74900000	0.3871886120996441	30	1088	2810	1780
RU	1	74900001	74950000	0.4217071791972866	19	746	1769	1138
EU	1	74900001	74950000	0.390974634838806	19	10466	26769	420
RU	1	74950001	75000000	0.3965156794425087	15	569	1435	860
EU	1	74950001	75000000	0.4308409037968786	15	9248	21465	0
RU	1	75000001	75050000	0.4196210268948655	30	1373	3272	1318
EU	1	75000001	75050000	0.4292654168140549	30	18203	42405	525
EU	1	75050001	75100000	0.4452223518734604	33	20604	46278	945
RU	1	75050001	75100000	0.4375804375804376	33	1700	3885	1164
RU	1	75100001	75150000	0.3861158921399885	16	673	1743	705
EU	1	75100001	75150000	0.4077237942694429	16	9164	22476	420
RU	1	75150001	75200000	0.4945054945054945	1	45	91	62
EU	1	75150001	75200000	0.4751921733053808	1	680	1431	0
RU	1	75200001	75250000	0.4158377964804897	25	1087	2614	1211
EU	1	75200001	75250000	0.4008485362749257	25	14172	35355	420
EU	1	75250001	75300000	0.3646455001193602	24	12220	33512	832
RU	1	75250001	75300000	0.3696907917091403	24	1088	2943	729
EU	1	75300001	75350000	0.4307187821632878	30	17995	41779	1151
RU	1	75300001	75350000	0.3765676567656765	30	1141	3030	1560
EU	1	75350001	75400000	0.4588959194858253	29	18421	40142	1357
RU	1	75350001	75400000	0.432898773006135	29	1129	2608	1829
RU	1	75400001	75450000	0.4569209039548023	20	647	1416	1644
EU	1	75400001	75450000	0.4451496241667848	20	12555	28204	416
RU	1	75450001	75500000	0.4341886037987337	23	1303	3001	518
EU	1	75450001	75500000	0.4332707634550881	23	14080	32497	416
RU	1	75500001	75550000	0.3794802867383512	23	847	2232	1287
EU	1	75500001	75550000	0.3903859472391865	23	12401	31766	1147
EU	1	75550001	75600000	0.4065336978164759	21	12046	29631	420
RU	1	75550001	75600000	0.4357818837314105	21	967	2219	994
RU	1	75600001	75650000	0.3530626290433585	29	1026	2906	1531
EU	1	75600001	75650000	0.4255058846558516	29	17390	40869	630
RU	1	75650001	75700000	0.4455445544554455	16	675	1515	933
EU	1	75650001	75700000	0.4477671986053372	16	10017	22371	525
EU	1	75700001	75750000	0.4165123864938729	16	9449	22686	210
RU	1	75700001	75750000	0.4467609828741623	16	600	1343	1105
EU	1	75750001	75800000	0.3960445502365629	24	13477	34029	315
RU	1	75750001	75800000	0.3801191362620997	24	1021	2686	986
RU	1	75800001	75850000	0.4342281879194631	15	647	1490	805
EU	1	75800001	75850000	0.455177304964539	15	9627	21150	315
EU	1	75850001	75900000	0.4009657201330263	22	12539	31272	210
RU	1	75850001	75900000	0.4213861386138613	22	1064	2525	841
RU	1	75900001	75950000	0.4168900804289544	16	622	1492	956
EU	1	75900001	75950000	0.4281918426996147	16	9669	22581	315
RU	1	75950001	76000000	0.4386951631046119	14	780	1778	364
EU	1	75950001	76000000	0.4205429273922424	14	8381	19929	105
EU	1	76000001	76050000	0.4203716772524112	30	17870	42510	420
RU	1	76000001	76050000	0.3967957276368491	30	1486	3745	845
EU	1	76050001	76100000	0.4135671932661608	17	9974	24117	210
RU	1	76050001	76100000	0.4168105929763961	17	724	1737	864
RU	1	76100001	76150000	0.3952164009111617	14	694	1756	386
EU	1	76100001	76150000	0.3800395557584056	14	7494	19719	315
EU	1	76150001	76200000	0.4522106496005354	17	10811	23907	420
RU	1	76150001	76200000	0.461789375582479	17	991	2146	455
RU	1	76200001	76250000	0.3856885688568857	40	1714	4444	1676
EU	1	76200001	76250000	0.4321079079608569	40	24507	56715	525
EU	1	76250001	76300000	0.3913406777052136	32	17797	45477	315
RU	1	76250001	76300000	0.389724961079398	32	1502	3854	1042
EU	1	76300001	76350000	0.4292761859657431	36	21754	50676	840
RU	1	76300001	76350000	0.4086935405536668	36	1683	4118	1390
RU	1	76350001	76400000	0.4454170957775489	18	865	1942	812
EU	1	76350001	76400000	0.4248954140026837	18	10766	25338	420
EU	1	76400001	76450000	0.4349283691487589	34	20887	48024	630
RU	1	76400001	76450000	0.4318600368324125	34	1876	4344	858
EU	1	76450001	76500000	0.3967139479905437	30	16781	42300	630
RU	1	76450001	76500000	0.3927392739273927	30	1309	3333	1257
EU	1	76500001	76550000	0.4095648717243066	23	13394	32703	210
RU	1	76500001	76550000	0.4004032258064516	23	993	2480	1039
RU	1	76550001	76600000	0.4443324937027708	19	882	1985	922
EU	1	76550001	76600000	0.4391273487989839	19	11755	26769	420
EU	1	76600001	76650000	0.4118561465423073	17	9803	23802	525
RU	1	76600001	76650000	0.4341303328645101	17	926	2133	468
EU	1	76650001	76700000	0.4077931225316328	28	16211	39753	315
RU	1	76650001	76700000	0.4127450980392156	28	1263	3060	1224
EU	1	76700001	76750000	0.4484004481946445	31	19609	43731	630
RU	1	76700001	76750000	0.4684065934065934	31	1705	3640	1103
EU	1	76750001	76800000	0.4284110302703673	32	19078	44532	1260
RU	1	76750001	76800000	0.4594594594594595	32	1615	3515	1381
EU	1	76800001	76850000	0.4610476141663677	28	17991	39022	1046
RU	1	76800001	76850000	0.4648107600875821	28	1486	3197	1087
RU	1	76850001	76900000	0.4306202940121907	24	1201	2789	883
EU	1	76850001	76900000	0.4422991104632136	24	14867	33613	731
EU	1	76900001	76950000	0.390845137190208	37	20612	52737	210
RU	1	76900001	76950000	0.4163997437540038	37	1950	4683	978
EU	1	76950001	77000000	0.41193515704154	35	20329	49350	735
RU	1	76950001	77000000	0.3969485389190587	35	1535	3867	1488
RU	1	77000001	77050000	0.4556728232189974	61	3454	7580	1753
EU	1	77000001	77050000	0.43633752576842	61	37676	86346	945
EU	1	77050001	77100000	0.442352843400029	34	21290	48129	525
RU	1	77050001	77100000	0.4353788935378893	34	1873	4302	900
EU	1	77100001	77150000	0.4273898640509379	66	39737	92976	1470
RU	1	77100001	77150000	0.3748834731655346	66	2815	7509	2589
EU	1	77150001	77200000	0.41099406448853	66	38430	93505	941
RU	1	77150001	77200000	0.4155889960028215	66	3535	8506	1592
RU	1	77200001	77250000	0.4143835616438356	57	2541	6132	2589
EU	1	77200001	77250000	0.4077235466646612	57	32529	79782	1785
RU	1	77250001	77300000	0.4212342671538774	40	2075	4926	1194
EU	1	77250001	77300000	0.426595744680851	40	24060	56400	840
RU	1	77300001	77350000	0.4116335630320227	44	2031	4934	1798
EU	1	77300001	77350000	0.4148334786962561	44	25684	61914	1050
EU	1	77350001	77400000	0.4278141135972461	72	43498	101675	1357
RU	1	77350001	77400000	0.4303298867552929	72	3496	8124	2892
EU	1	77400001	77450000	0.4024208066802007	74	42024	104428	1466
RU	1	77400001	77450000	0.3982081810680183	74	3378	8483	2839
EU	1	77450001	77500000	0.3987743620655013	35	19847	49770	315
RU	1	77450001	77500000	0.4162692103868574	35	1571	3774	1581
RU	1	77500001	77550000	0.4129935720844812	34	1799	4356	846
EU	1	77500001	77550000	0.408295852073963	34	19608	48024	630
EU	1	77550001	77600000	0.3600230798251259	32	16223	45061	731
RU	1	77550001	77600000	0.3319800124921924	32	1063	3202	1694
EU	1	77600001	77650000	0.4315928450825811	56	33997	78771	1365
RU	1	77600001	77650000	0.4230022646392753	56	2615	6182	2386
RU	1	77650001	77700000	0.409506863243518	37	1611	3934	1727
EU	1	77650001	77700000	0.412080304603669	37	21429	52002	945
EU	1	77700001	77750000	0.4250816557171421	57	34228	80521	1046
RU	1	77700001	77750000	0.4042622417439401	57	2485	6147	2574
RU	1	77750001	77800000	0.4868595197579883	47	2575	5289	1902
EU	1	77750001	77800000	0.4608845856629847	47	30417	65997	1260
EU	1	77800001	77850000	0.3843482341898392	60	32758	85230	630
RU	1	77800001	77850000	0.3562313331523214	60	2624	7366	1814
RU	1	77850001	77900000	0.4197482297403619	64	3201	7626	2166
EU	1	77850001	77900000	0.4268512944009632	64	38286	89694	1890
EU	1	77900001	77950000	0.4017053960814945	55	30857	76815	1890
RU	1	77900001	77950000	0.3939288811795317	55	2271	5765	2650
EU	1	77950001	78000000	0.4295696897888841	53	31905	74272	1571
RU	1	77950001	78000000	0.4235911321712641	53	2503	5909	2200
RU	1	78000001	78050000	0.3868233194527067	53	2601	6724	1385
EU	1	78000001	78050000	0.3936686477071783	53	29609	75213	630
RU	1	78050001	78100000	0.3993157380254154	43	1634	4092	2487
EU	1	78050001	78100000	0.4099813817079399	43	24883	60693	840
RU	1	78100001	78150000	0.4184966216216216	44	1982	4736	1996
EU	1	78100001	78150000	0.4022901256500533	44	24909	61918	1046
EU	1	78150001	78200000	0.4038551162313815	38	21664	53643	735
RU	1	78150001	78200000	0.4044117647058823	38	1760	4352	1462
RU	1	78200001	78250000	0.3869969040247678	65	2625	6783	3162
EU	1	78200001	78250000	0.394611227696289	65	36292	91969	1046
RU	1	78250001	78300000	0.3854122621564482	78	3646	9460	2474
EU	1	78250001	78300000	0.4019501034971129	78	44274	110148	1470
EU	1	78300001	78350000	0.4190433452998272	43	25213	60168	1365
RU	1	78300001	78350000	0.4130805283340434	43	1939	4694	1885
RU	1	78350001	78400000	0.3923970699671634	67	3107	7918	2333
EU	1	78350001	78400000	0.4100081982720565	67	39009	95142	735
EU	1	78400001	78450000	0.3995843858876606	92	51725	129447	2205
RU	1	78400001	78450000	0.4044540907804095	92	4286	10597	3479
RU	1	78450001	78500000	0.4004477983249025	103	4829	12059	3700
EU	1	78450001	78500000	0.4145995161523775	103	60153	145087	2306
RU	1	78500001	78550000	0.3814090741423829	71	3102	8133	2730
EU	1	78500001	78550000	0.4085164780917402	71	41377	101286	315
EU	1	78550001	78600000	0.3881130958255205	86	47193	121596	1470
RU	1	78550001	78600000	0.3815546259363751	86	3922	10279	2879
EU	1	78600001	78650000	0.395149106450164	52	29032	73471	941
RU	1	78600001	78650000	0.3760586319218241	52	2309	6140	1816
EU	1	78650001	78700000	0.4070271749496222	85	49083	120589	1046
RU	1	78650001	78700000	0.387739010447467	85	3934	10146	2859
EU	1	78700001	78750000	0.4291248395879058	59	35780	83379	1050
RU	1	78700001	78750000	0.4179771816219549	59	2711	6486	2541
EU	1	78750001	78800000	0.4038969799511219	64	36524	90429	1155
RU	1	78750001	78800000	0.3962999026290165	64	2849	7189	2603
EU	1	78800001	78850000	0.4021057834898665	72	40673	101150	1882
RU	1	78800001	78850000	0.4020670531888076	72	3190	7934	3082
EU	1	78850001	78900000	0.4030254475284712	41	23392	58041	630
RU	1	78850001	78900000	0.4001690259877456	41	1894	4733	1540
EU	1	78900001	78950000	0.3987039106145251	32	17842	44750	1042
RU	1	78900001	78950000	0.4046227417640807	32	1523	3764	1132
RU	1	78950001	79000000	0.4008334418544081	68	3078	7679	2725
EU	1	78950001	79000000	0.4118981598185026	68	39216	95208	2100
RU	1	79000001	79050000	0.4272264631043257	33	1679	3930	1119
EU	1	79000001	79050000	0.4239588711065221	33	19709	46488	735
RU	1	79050001	79100000	0.3998726520216492	52	2512	6282	1674
EU	1	79050001	79100000	0.4111778077231954	52	30208	73467	945
EU	1	79100001	79150000	0.3919121559522082	44	24306	62019	945
RU	1	79100001	79150000	0.3666605063759009	44	1984	5411	1321
EU	1	79150001	79200000	0.4160947400313516	54	31587	75913	1361
RU	1	79150001	79200000	0.3971921094721877	54	2235	5627	2635
EU	1	79200001	79250000	0.3800291138848453	23	12270	32287	626
RU	1	79200001	79250000	0.3055881203595154	23	782	2559	960
EU	1	79250001	79300000	NA	0	NA	NA	NA
RU	1	79250001	79300000	NA	0	NA	NA	NA
RU	1	79300001	79350000	0.4310243902439024	41	2209	5125	1148
EU	1	79300001	79350000	0.4262462027064347	41	24695	57936	735
EU	1	79350001	79400000	0.3832278565515768	53	28703	74898	945
RU	1	79350001	79400000	0.3851921274601687	53	2466	6402	1707
RU	1	79400001	79450000	0.3743190661478599	42	1924	5140	1286
EU	1	79400001	79450000	0.3829790843242693	42	22577	58951	1151
RU	1	79450001	79500000	0.4197567487392465	58	2830	6742	2132
EU	1	79450001	79500000	0.4132349702708654	58	33777	81738	1260
EU	1	79500001	79550000	0.4399516948446739	34	21130	48028	626
RU	1	79500001	79550000	0.4388845452176179	34	1684	3837	1365
EU	1	79550001	79600000	0.4192875	57	33543	80000	1567
RU	1	79550001	79600000	0.4240853206932306	57	2863	6751	1970
RU	1	79600001	79650000	0.4321106203188016	52	2250	5207	2749
EU	1	79600001	79650000	0.4284376399690541	52	31566	73677	735
RU	1	79650001	79700000	0.4249670495198644	45	2257	5311	1574
EU	1	79650001	79700000	0.424706434945984	45	27126	63870	525
